,"포항시,대송면"
"문경시,흥덕동",1.3161900396318202
"문경시,영신동",1.301076560785728
"문경시,점촌동",1.321991678530643
"문경시,점촌5동",1.3337359434008105
"문경시,점촌4동",1.3388835407106945
"문경시,점촌3동",1.316350065611518
"문경시,점촌2동",1.3194077590352808
"문경시,점촌1동",1.321991678530643
"문경시,농암면",1.4971311189771568
"문경시,마성면",1.4387590410228652
"문경시,동로면",1.3189747436489412
"문경시,산북면",1.2976230338989132
"문경시,호계면",1.3308540150724646
"문경시,산양면",1.2753421822636406
"문경시,영순면",1.2805153253936534
"문경시,가은읍",1.462547104684499
"문경시,문경읍",1.4699853159187652
"상주시,남적동",1.305417095462225
"상주시,남장동",1.3236031290481314
"상주시,연원동",1.3117390601129393
"상주시,만산동",1.2946236138839773
"상주시,죽전동",1.2840329513007047
"상주시,부원동",1.3011754006382188
"상주시,계산동",1.2773142315914172
"상주시,화산동",1.2712539885585459
"상주시,초산동",1.2841734037995152
"상주시,중덕동",1.2689885194516093
"상주시,낙상동",1.256224263417975
"상주시,도남동",1.2055747974414541
"상주시,병성동",1.2278807230452013
"상주시,헌신동",1.2322393142673211
"상주시,외답동",1.2433559312706886
"상주시,화개동",1.2513957391752624
"상주시,서곡동",1.2508641437925954
"상주시,인평동",1.2581712706249497
"상주시,거동동",1.244341074876979
"상주시,흥각동",1.2640289517356864
"상주시,오대동",1.2567522696323399
"상주시,지천동",1.2578758683276399
"상주시,양촌동",1.2709725768190179
"상주시,가장동",1.2824970074140456
"상주시,신봉동",1.2770658315161292
"상주시,개운동",1.3000801333094891
"상주시,낙양동",1.2908124311556763
"상주시,무양동",1.289008954517391
"상주시,서문동",1.2843285237601851
"상주시,남성동",1.2795932511560117
"상주시,서성동",1.2803128226562437
"상주시,냉림동",1.2805382968994108
"상주시,복룡동",1.26026299161167
"상주시,인봉동",1.277211254188602
"상주시,성동동",1.2693157411873606
"상주시,성하동",1.2769556367760453
"상주시,신흥동",1.276434961948798
"상주시,동성동",1.2712825339872416
"상주시,동문동",1.272593010215754
"상주시,계림동",1.2787859626352667
"상주시,북문동",1.2873414069799196
"상주시,남원동",1.2874334156984528
"상주시,화남면",1.5314562599006907
"상주시,이안면",1.3594359084741772
"상주시,공검면",1.3185767674162976
"상주시,은척면",1.4061389532759492
"상주시,외서면",1.3520032817985375
"상주시,화북면",1.5605011810182419
"상주시,화서면",1.4870836998081334
"상주시,화동면",1.467446818614219
"상주시,모서면",1.448964833569476
"상주시,모동면",1.4439876701279102
"상주시,내서면",1.3664925874503413
"상주시,외남면",1.3287121093482201
"상주시,공성면",1.3059890902565525
"상주시,청리면",1.283869916375106
"상주시,낙동면",1.1837761795884543
"상주시,사벌면",1.2543726479531598
"상주시,중동면",1.1807588049539834
"상주시,함창읍",1.3249836288233878
"영천시,서산동",0.46794504957954675
"영천시,신기동",0.40953185520299534
"영천시,언하동",0.4009083529012577
"영천시,매산동",0.4453492928039841
"영천시,도남동",0.4258419096636722
"영천시,쌍계동",0.4513494821377304
"영천시,오수동",0.44548667727104624
"영천시,오미동",0.4291198960966479
"영천시,도림동",0.4196011413544943
"영천시,녹전동",0.44635248607576183
"영천시,대전동",0.44613390078093373
"영천시,괴연동",0.40484570965491573
"영천시,채신동",0.4110202377328946
"영천시,본촌동",0.40268416460794
"영천시,봉동",0.40586066996692066
"영천시,작산동",0.41001639385029054
"영천시,범어동",0.3890458908265113
"영천시,금노동",0.4296531841218075
"영천시,도동",0.4269669884499404
"영천시,화룡동",0.4435652988636671
"영천시,성내동",0.43577055685990534
"영천시,과전동",0.4293501982626822
"영천시,교촌동",0.43412573527262266
"영천시,창구동",0.43206127971158065
"영천시,문외동",0.42317722351278986
"영천시,문내동",0.4286507567076131
"영천시,야사동",0.41468914987734506
"영천시,망정동",0.40488223206754653
"영천시,조교동",0.3998656139579824
"영천시,남부동",0.4256149348398783
"영천시,완산동",0.4203786298017628
"영천시,서부동",0.4387944045480388
"영천시,중앙동",0.4300760731939645
"영천시,동부동",0.41739337175978153
"영천시,대창면",0.47437798299586
"영천시,북안면",0.35479488755370947
"영천시,고경면",0.31581342578491106
"영천시,임고면",0.38955330501742635
"영천시,자양면",0.35883625097842997
"영천시,화남면",0.47951343977863525
"영천시,화북면",0.4621938911903323
"영천시,화산면",0.5102350768273393
"영천시,신녕면",0.5752992646445135
"영천시,청통면",0.5374682613580869
"영천시,금호읍",0.4835823559782983
"영주시,아지동",1.17146199068771
"영주시,적서동",1.099284659688286
"영주시,조암동",1.098612983550625
"영주시,조와동",1.155464044453997
"영주시,상줄동",1.1627688575555373
"영주시,창진동",1.1617833456484035
"영주시,고현동",1.154162387459407
"영주시,문정동",1.119175822034227
"영주시,가흥동",1.141550734494957
"영주시,휴천동",1.12050349589264
"영주시,영주동",1.1318984283077447
"영주시,가흥2동",1.1406008054580044
"영주시,가흥1동",1.135923848181477
"영주시,휴천3동",1.12255883974907
"영주시,휴천2동",1.1194497120528177
"영주시,휴천1동",1.12050349589264
"영주시,영주2동",1.1295287508676732
"영주시,영주1동",1.1318984283077447
"영주시,하망동",1.124269870730505
"영주시,상망동",1.1287827872409313
"영주시,부석면",1.2324632369661424
"영주시,단산면",1.2305056976072934
"영주시,순흥면",1.230259228650606
"영주시,봉현면",1.2224522615108524
"영주시,안정면",1.1895789631498985
"영주시,장수면",1.1226312738464024
"영주시,문수면",1.0852435046079008
"영주시,평은면",1.036662128898055
"영주시,이산면",1.106045184247955
"영주시,풍기읍",1.2257995941961544
"구미시,금전동",0.9199311870058452
"구미시,구포동",0.9573877176076669
"구미시,옥계동",0.9580927401635126
"구미시,거의동",0.9744764588362237
"구미시,양호동",0.9960018208949264
"구미시,임수동",0.9668879110972489
"구미시,시미동",0.9568304911639255
"구미시,진평동",0.9448180845146964
"구미시,인의동",0.9349106930750037
"구미시,황상동",0.931560248092417
"구미시,구평동",0.9230036394435422
"구미시,신동",0.903947528580058
"구미시,오태동",0.9994194230782123
"구미시,임은동",1.0027395468545086
"구미시,상모동",1.021685266716714
"구미시,사곡동",1.0152036826302528
"구미시,공단동",0.9888141352276619
"구미시,신평동",1.0121897261962416
"구미시,형곡동",1.035758457945189
"구미시,남통동",1.0622972343115802
"구미시,수점동",1.085373367475917
"구미시,선기동",1.0692311685627276
"구미시,부곡동",1.0809506438135787
"구미시,봉곡동",1.0640258802909928
"구미시,원평동",1.0322536482636617
"구미시,양포동",0.9491972380291662
"구미시,진미동",0.9513116030646174
"구미시,인동동",0.940577170933776
"구미시,임오동",0.9980224355844988
"구미시,상모사곡동",1.0145999585821082
"구미시,광평동",1.003173558861012
"구미시,공단2동",
"구미시,공단1동",
"구미시,비산동",0.9991737851615313
"구미시,신평2동",1.0061707468335654
"구미시,신평1동",1.0121897261962416
"구미시,형곡2동",1.0336120492945664
"구미시,형곡1동",1.035758457945189
"구미시,선주원남동",1.0640628246571484
"구미시,지산동",1.0284170377835442
"구미시,도량동",1.0416552105434813
"구미시,원평2동",1.0322536482636617
"구미시,원평1동",1.0322536482636617
"구미시,송정동",1.0237325950213325
"구미시,장천면",0.8790329512942002
"구미시,산동면",0.9473810489740216
"구미시,해평면",0.9958780333580014
"구미시,도개면",1.081050528788082
"구미시,옥성면",1.1296011818442893
"구미시,무을면",1.1986401892572873
"구미시,고아읍",1.0596413937806959
"구미시,선산읍",1.0958792945050921
"안동시,수하동",0.890794258415489
"안동시,수상동",0.8682924794814381
"안동시,정하동",0.8536878615899425
"안동시,정상동",0.8365920394230333
"안동시,석동동",0.8256079254864345
"안동시,송천동",0.8074067933829853
"안동시,송현동",0.8968159989903207
"안동시,노하동",0.9158581670902932
"안동시,이천동",0.90572043701465
"안동시,안막동",0.8832522465445624
"안동시,상아동",0.8621953769453834
"안동시,성곡동",0.845110306661794
"안동시,운안동",0.8880069203705557
"안동시,금곡동",0.8773804216102663
"안동시,법상동",0.8752463598610472
"안동시,목성동",0.8703184163528587
"안동시,화성동",0.8727932331667623
"안동시,당북동",0.8739320842182264
"안동시,광석동",0.8736138524200842
"안동시,옥야동",0.8694457618655692
"안동시,대석동",0.8714810080134752
"안동시,안흥동",0.8690382000959407
"안동시,남문동",0.868139893004578
"안동시,남부동",0.8660596774034137
"안동시,천리동",0.8680054573267374
"안동시,운흥동",0.8641339685639097
"안동시,동부동",0.8651278326501803
"안동시,동문동",0.8636063034091582
"안동시,법흥동",0.8586527547419943
"안동시,신세동",0.8628872705203247
"안동시,옥정동",0.8654275337559386
"안동시,율세동",0.8669440368478254
"안동시,신안동",0.8690053538534702
"안동시,북문동",0.8682159981172164
"안동시,서부동",0.8689073005735801
"안동시,삼산동",0.8670957304663064
"안동시,강남동",0.858658968661762
"안동시,송하동",0.8974256339660083
"안동시,옥동",0.8859412837801381
"안동시,안기동",0.8913078299017102
"안동시,평화동",0.8826941314130212
"안동시,태화동",0.8766473350988215
"안동시,서구동",0.8762080563722027
"안동시,용상동",0.8493401647426163
"안동시,명륜동",0.8735174693878741
"안동시,중구동",0.8618103965961671
"안동시,녹전면",0.9712108284259772
"안동시,도산면",0.9356922866551811
"안동시,예안면",0.8398685711207031
"안동시,임동면",0.745715391997911
"안동시,길안면",0.6740741556675777
"안동시,임하면",0.767562091217412
"안동시,남선면",0.811925550296952
"안동시,남후면",0.870077069412557
"안동시,일직면",0.8644967158809873
"안동시,풍천면",1.0361814121409794
"안동시,서후면",0.9513231413416877
"안동시,북후면",0.9725830714298763
"안동시,와룡면",0.8786816498965918
"안동시,풍산읍",0.9974318660319665
"김천시,양천동",1.2607766990335763
"김천시,응명동",1.2519076256761281
"김천시,대광동",1.2294728703090598
"김천시,덕곡동",1.2149573778639289
"김천시,부곡동",1.2726599786376533
"김천시,백옥동",1.2936671824801032
"김천시,다수동",1.3061813370378528
"김천시,문당동",1.2836662941068417
"김천시,삼락동",1.292310954772897
"김천시,교동",1.2687517647775055
"김천시,신음동",1.2495335938765244
"김천시,황금동",1.2475561662951238
"김천시,남산동",1.2552035084503175
"김천시,평화동",1.2581446454553005
"김천시,성내동",1.2488831999468357
"김천시,모암동",1.2439820294626536
"김천시,용두동",1.2410376440427795
"김천시,감호동",1.2398933569841668
"김천시,율곡동",1.1860706714008282
"김천시,지좌동",1.226936642218984
"김천시,대곡동",1.280219059101885
"김천시,대신동",1.2551987583663746
"김천시,양금동",1.2446535584545735
"김천시,평화남산동",1.2529249705788932
"김천시,자산동",1.2416060396741497
"김천시,증산면",1.326390987468071
"김천시,대덕면",1.3920427111931786
"김천시,부항면",1.4049840057399339
"김천시,지례면",1.333374536613415
"김천시,구성면",1.3137747931247716
"김천시,조마면",1.2626497058174846
"김천시,감천면",1.2382789137104384
"김천시,대항면",1.3468585927095202
"김천시,봉산면",1.3111159077611618
"김천시,어모면",1.2591637282357344
"김천시,감문면",1.204254135429751
"김천시,개령면",1.190526956944348
"김천시,남면",1.1787030791283775
"김천시,농소면",1.1955461351544532
"김천시,아포읍",1.1229535568501596
"경주시,석장동",0.2043948502922802
"경주시,배동",0.22133328946636802
"경주시,율동",0.24207595466299722
"경주시,손곡동",0.12898079944706156
"경주시,북군동",0.14693317061167968
"경주시,황용동",0.13907351806149543
"경주시,암곡동",0.09881184557532265
"경주시,덕동",0.13540834695838308
"경주시,신평동",0.14292973737470982
"경주시,천군동",0.16477158925616278
"경주시,진현동",0.18106806848806895
"경주시,하동",0.167430224947593
"경주시,마동",0.18461813298265412
"경주시,구정동",0.19281499429764626
"경주시,시래동",0.20812686762165766
"경주시,시동",0.23076593574659646
"경주시,조양동",0.20315848499632091
"경주시,평동",0.21253357246798318
"경주시,보문동",0.16970984952559345
"경주시,구황동",0.18141293456091329
"경주시,배반동",0.18645881643409565
"경주시,남산동",0.2136366055384714
"경주시,도지동",0.19220862734540542
"경주시,동방동",0.18638980236591018
"경주시,광명동",0.2528797149357833
"경주시,효현동",0.24399495246010092
"경주시,서악동",0.22296249471381346
"경주시,충효동",0.22330818530899718
"경주시,탑동",0.21074407755855032
"경주시,인왕동",0.19459089605117735
"경주시,교동",0.20020826962442106
"경주시,사정동",0.20567368141305245
"경주시,노서동",0.20008158292557285
"경주시,노동동",0.19458505396355158
"경주시,성동동",0.18594559802802374
"경주시,북부동",0.19027482814603733
"경주시,서부동",0.19414433709486814
"경주시,동부동",0.19219089735470302
"경주시,보덕동",0.15216964490002713
"경주시,불국동",0.20213127390149405
"경주시,동천동",0.17867069087863785
"경주시,황성동",0.17051727729543775
"경주시,용강동",0.17194211869115297
"경주시,월성동",0.19264430440842126
"경주시,선도동",0.22324670299993238
"경주시,황남동",0.20359337341378472
"경주시,성건동",0.19268369664817023
"경주시,황오동",0.18838190057699747
"경주시,중부동",0.1990356113401218
"경주시,천북면",0.11506234534186384
"경주시,강동면",0.08873280791229571
"경주시,현곡면",0.1877022080064625
"경주시,서면",0.3169138322323773
"경주시,산내면",0.3805570423649052
"경주시,내남면",0.26875710864841296
"경주시,양남면",0.30754055559792237
"경주시,양북면",0.195912346277618
"경주시,외동읍",0.2530221814326975
"경주시,건천읍",0.28393187519060215
"경주시,안강읍",0.13461226826278802
"경주시,감포읍",0.2145557780717361
"포항시,여남동",0.11979204324994873
"포항시,환호동",0.10784109711051527
"포항시,양덕동",0.10772185305683776
"포항시,장성동",0.10932326022397737
"포항시,창포동",0.10149924938638398
"포항시,우현동",0.09063291138432593
"포항시,학잠동",0.0681479893820751
"포항시,득량동",0.06462074919095397
"포항시,항구동",0.0865929860092581
"포항시,학산동",0.08632473125355976
"포항시,동빈2가",0.07325411542022293
"포항시,동빈1가",0.07747010407892303
"포항시,대신동",0.07932416167851523
"포항시,덕수동",0.0772004556268914
"포항시,덕산동",0.07372552899776125
"포항시,여천동",0.07176613425564574
"포항시,상원동",0.0705040553230742
"포항시,남빈동",0.06829271191129857
"포항시,신흥동",0.07155283101317035
"포항시,대흥동",0.06812087840008872
"포항시,환여동",0.10466775361041179
"포항시,장량동",0.11640399175508986
"포항시,두호동",0.09458962599968339
"포항시,우창동",0.08619747723645878
"포항시,용흥동",0.06986663006335307
"포항시,죽도동",0.06281633467856484
"포항시,양학동",0.057592519531618744
"포항시,중앙동",0.08135104401966324
"포항시,기북면",0.25119157467161035
"포항시,죽장면",0.3263691594820177
"포항시,기계면",0.18222092703364012
"포항시,송라면",0.26035015642710563
"포항시,청하면",0.23210522107440468
"포항시,신광면",0.18851599807127412
"포항시,흥해읍",0.13989508872008044
"포항시,이동",0.06951421887642678
"포항시,대잠동",0.05359284019344574
"포항시,지곡동",0.06824529801385679
"포항시,효자동",0.04876798361629932
"포항시,호동",0.030030541553546015
"포항시,인덕동",0.04196394262935791
"포항시,장흥동",0.01697256097352115
"포항시,동촌동",0.048258748805169324
"포항시,괴동동",0.03219417096307534
"포항시,송내동",0.04718283401830689
"포항시,일월동",0.06562487505511672
"포항시,대도동",0.04753362836981577
"포항시,상도동",0.04383975850754523
"포항시,대이동",0.051606996741236755
"포항시,효곡동",0.05169245904820053
"포항시,제철동",0.04417113864276706
"포항시,청림동",0.05410237654899843
"포항시,송도동",0.06528487182839089
"포항시,해도동",0.055983488367277866
"포항시,상대동",0.04561445163684167
"포항시,호미곶면",0.22557652765961128
"포항시,장기면",0.1510328344800854
"포항시,동해면",0.08269208179365119
"포항시,대송면",0.0
"포항시,오천읍",0.054993970637954324
"포항시,연일읍",0.028014751721194525
"포항시,구룡포읍",0.18696686648409178
